"";"GeoIso";"Citizen";"Decision";"Count";"latitude";"longitude";"name"
"711";"IE";"NG";"SUB_PROT";0;53,41291;-8,24389;"Ireland"
"712";"EL";"NG";"SUB_PROT";0;39,074208;21,824312;"Greece"
"713";"ES";"NG";"SUB_PROT";0;40,463667;-3,74922;"Spain"
"714";"FR";"NG";"SUB_PROT";20;46,227638;2,213749;"France"
"715";"HR";"NG";"SUB_PROT";0;45,1;15,2;"Croatia"
"716";"IT";"NG";"SUB_PROT";265;41,87194;12,56738;"Italy"
"717";"CY";"NG";"SUB_PROT";0;35,126413;33,429859;"Cyprus"
"718";"LV";"NG";"SUB_PROT";0;56,879635;24,603189;"Latvia"
"719";"LT";"NG";"SUB_PROT";0;55,169438;23,881275;"Lithuania"
"720";"LU";"NG";"SUB_PROT";0;49,815273;6,129583;"Luxembourg"
"721";"HU";"NG";"SUB_PROT";0;47,162494;19,503304;"Hungary"
"722";"MT";"NG";"SUB_PROT";0;35,937496;14,375416;"Malta"
"723";"NL";"NG";"SUB_PROT";0;52,132633;5,291266;"Netherlands"
"724";"AT";"NG";"SUB_PROT";5;47,516231;14,550072;"Austria"
"725";"PL";"NG";"SUB_PROT";0;51,919438;19,145136;"Poland"
"726";"PT";"NG";"SUB_PROT";0;39,399872;-8,224454;"Portugal"
"727";"RO";"NG";"SUB_PROT";0;45,943161;24,96676;"Romania"
"728";"SI";"NG";"SUB_PROT";0;46,151241;14,995463;"Slovenia"
"729";"SK";"NG";"SUB_PROT";0;48,669026;19,699024;"Slovakia"
"730";"FI";"NG";"SUB_PROT";0;61,92411;25,748151;"Finland"
"731";"SE";"NG";"SUB_PROT";0;60,128161;18,643501;"Sweden"
"732";"UK";"NG";"SUB_PROT";0;55,378051;-3,435973;"United Kingdom"
"733";"IS";"NG";"SUB_PROT";0;64,963051;-19,020835;"Iceland"
"734";"LI";"NG";"SUB_PROT";0;47,166;9,555373;"Liechtenstein"
"735";"NO";"NG";"SUB_PROT";0;60,472024;8,468946;"Norway"
"736";"CH";"NG";"SUB_PROT";0;46,818188;8,227512;"Switzerland"
"737";"BE";"NG";"HUMSTAT";NA;50,503887;4,469936;"Belgium"
"738";"BG";"NG";"HUMSTAT";NA;42,733883;25,48583;"Bulgaria"
"739";"CZ";"NG";"HUMSTAT";0;49,817492;15,472962;"Czech Republic"
"740";"DK";"NG";"HUMSTAT";0;56,26392;9,501785;"Denmark"
"741";"DE";"NG";"HUMSTAT";135;51,165691;10,451526;"Germany"
"742";"EE";"NG";"HUMSTAT";0;58,595272;25,013607;"Estonia"
"743";"IE";"NG";"HUMSTAT";NA;53,41291;-8,24389;"Ireland"
"744";"EL";"NG";"HUMSTAT";0;39,074208;21,824312;"Greece"
"745";"ES";"NG";"HUMSTAT";0;40,463667;-3,74922;"Spain"
"746";"FR";"NG";"HUMSTAT";NA;46,227638;2,213749;"France"
"747";"HR";"NG";"HUMSTAT";0;45,1;15,2;"Croatia"
"748";"IT";"NG";"HUMSTAT";955;41,87194;12,56738;"Italy"
"749";"CY";"NG";"HUMSTAT";0;35,126413;33,429859;"Cyprus"
"750";"LV";"NG";"HUMSTAT";NA;56,879635;24,603189;"Latvia"
"751";"LT";"NG";"HUMSTAT";0;55,169438;23,881275;"Lithuania"
"752";"LU";"NG";"HUMSTAT";NA;49,815273;6,129583;"Luxembourg"
"753";"HU";"NG";"HUMSTAT";0;47,162494;19,503304;"Hungary"
"754";"MT";"NG";"HUMSTAT";0;35,937496;14,375416;"Malta"
"755";"NL";"NG";"HUMSTAT";5;52,132633;5,291266;"Netherlands"
"756";"AT";"NG";"HUMSTAT";5;47,516231;14,550072;"Austria"
"757";"PL";"NG";"HUMSTAT";0;51,919438;19,145136;"Poland"
"758";"PT";"NG";"HUMSTAT";NA;39,399872;-8,224454;"Portugal"
"759";"RO";"NG";"HUMSTAT";0;45,943161;24,96676;"Romania"
"760";"SI";"NG";"HUMSTAT";NA;46,151241;14,995463;"Slovenia"
"761";"SK";"NG";"HUMSTAT";0;48,669026;19,699024;"Slovakia"
"762";"FI";"NG";"HUMSTAT";15;61,92411;25,748151;"Finland"
"763";"SE";"NG";"HUMSTAT";0;60,128161;18,643501;"Sweden"
"764";"UK";"NG";"HUMSTAT";25;55,378051;-3,435973;"United Kingdom"
"765";"IS";"NG";"HUMSTAT";5;64,963051;-19,020835;"Iceland"
"766";"LI";"NG";"HUMSTAT";0;47,166;9,555373;"Liechtenstein"
"767";"NO";"NG";"HUMSTAT";0;60,472024;8,468946;"Norway"
"768";"CH";"NG";"HUMSTAT";5;46,818188;8,227512;"Switzerland"
"769";"BE";"NG";"GENCONV";5;50,503887;4,469936;"Belgium"
"770";"BG";"NG";"GENCONV";0;42,733883;25,48583;"Bulgaria"
"771";"CZ";"NG";"GENCONV";0;49,817492;15,472962;"Czech Republic"
"772";"DK";"NG";"GENCONV";0;56,26392;9,501785;"Denmark"
"773";"DE";"NG";"GENCONV";80;51,165691;10,451526;"Germany"
"774";"EE";"NG";"GENCONV";0;58,595272;25,013607;"Estonia"
"775";"IE";"NG";"GENCONV";0;53,41291;-8,24389;"Ireland"
"776";"EL";"NG";"GENCONV";0;39,074208;21,824312;"Greece"
"777";"ES";"NG";"GENCONV";20;40,463667;-3,74922;"Spain"
"778";"FR";"NG";"GENCONV";65;46,227638;2,213749;"France"
"779";"HR";"NG";"GENCONV";0;45,1;15,2;"Croatia"
"780";"IT";"NG";"GENCONV";160;41,87194;12,56738;"Italy"
"781";"CY";"NG";"GENCONV";0;35,126413;33,429859;"Cyprus"
"782";"LV";"NG";"GENCONV";0;56,879635;24,603189;"Latvia"
"783";"LT";"NG";"GENCONV";0;55,169438;23,881275;"Lithuania"
"784";"LU";"NG";"GENCONV";0;49,815273;6,129583;"Luxembourg"
"785";"HU";"NG";"GENCONV";5;47,162494;19,503304;"Hungary"
"786";"MT";"NG";"GENCONV";0;35,937496;14,375416;"Malta"
"787";"NL";"NG";"GENCONV";10;52,132633;5,291266;"Netherlands"
"788";"AT";"NG";"GENCONV";0;47,516231;14,550072;"Austria"
"789";"PL";"NG";"GENCONV";0;51,919438;19,145136;"Poland"
"790";"PT";"NG";"GENCONV";0;39,399872;-8,224454;"Portugal"
"791";"RO";"NG";"GENCONV";0;45,943161;24,96676;"Romania"
"792";"SI";"NG";"GENCONV";0;46,151241;14,995463;"Slovenia"
"793";"SK";"NG";"GENCONV";0;48,669026;19,699024;"Slovakia"
"794";"FI";"NG";"GENCONV";0;61,92411;25,748151;"Finland"
"795";"SE";"NG";"GENCONV";10;60,128161;18,643501;"Sweden"
"796";"UK";"NG";"GENCONV";10;55,378051;-3,435973;"United Kingdom"
"797";"IS";"NG";"GENCONV";0;64,963051;-19,020835;"Iceland"
"798";"LI";"NG";"GENCONV";0;47,166;9,555373;"Liechtenstein"
"799";"NO";"NG";"GENCONV";0;60,472024;8,468946;"Norway"
"800";"CH";"NG";"GENCONV";0;46,818188;8,227512;"Switzerland"
"801";"BE";"PK";"TOTAL";85;50,503887;4,469936;"Belgium"
"802";"BG";"PK";"TOTAL";195;42,733883;25,48583;"Bulgaria"
"803";"CZ";"PK";"TOTAL";0;49,817492;15,472962;"Czech Republic"
"804";"DK";"PK";"TOTAL";5;56,26392;9,501785;"Denmark"
"805";"DE";"PK";"TOTAL";6335;51,165691;10,451526;"Germany"
"806";"EE";"PK";"TOTAL";0;58,595272;25,013607;"Estonia"
"807";"IE";"PK";"TOTAL";125;53,41291;-8,24389;"Ireland"
"808";"EL";"PK";"TOTAL";885;39,074208;21,824312;"Greece"
"809";"ES";"PK";"TOTAL";15;40,463667;-3,74922;"Spain"
"810";"FR";"PK";"TOTAL";615;46,227638;2,213749;"France"
"811";"HR";"PK";"TOTAL";5;45,1;15,2;"Croatia"
"812";"IT";"PK";"TOTAL";2930;41,87194;12,56738;"Italy"
"813";"CY";"PK";"TOTAL";40;35,126413;33,429859;"Cyprus"
"814";"LV";"PK";"TOTAL";5;56,879635;24,603189;"Latvia"
"815";"LT";"PK";"TOTAL";0;55,169438;23,881275;"Lithuania"
"816";"LU";"PK";"TOTAL";0;49,815273;6,129583;"Luxembourg"
"817";"HU";"PK";"TOTAL";85;47,162494;19,503304;"Hungary"
"818";"MT";"PK";"TOTAL";0;35,937496;14,375416;"Malta"
"819";"NL";"PK";"TOTAL";45;52,132633;5,291266;"Netherlands"
"820";"AT";"PK";"TOTAL";295;47,516231;14,550072;"Austria"
"821";"PL";"PK";"TOTAL";0;51,919438;19,145136;"Poland"
"822";"PT";"PK";"TOTAL";0;39,399872;-8,224454;"Portugal"
"823";"RO";"PK";"TOTAL";25;45,943161;24,96676;"Romania"
"824";"SI";"PK";"TOTAL";0;46,151241;14,995463;"Slovenia"
"825";"SK";"PK";"TOTAL";10;48,669026;19,699024;"Slovakia"
"826";"FI";"PK";"TOTAL";10;61,92411;25,748151;"Finland"
"827";"SE";"PK";"TOTAL";120;60,128161;18,643501;"Sweden"
"828";"UK";"PK";"TOTAL";705;55,378051;-3,435973;"United Kingdom"
"829";"IS";"PK";"TOTAL";0;64,963051;-19,020835;"Iceland"
"830";"LI";"PK";"TOTAL";0;47,166;9,555373;"Liechtenstein"
"831";"NO";"PK";"TOTAL";15;60,472024;8,468946;"Norway"
"832";"CH";"PK";"TOTAL";15;46,818188;8,227512;"Switzerland"
"833";"BE";"PK";"REJECTED";70;50,503887;4,469936;"Belgium"
"834";"BG";"PK";"REJECTED";195;42,733883;25,48583;"Bulgaria"
"835";"CZ";"PK";"REJECTED";0;49,817492;15,472962;"Czech Republic"
"836";"DK";"PK";"REJECTED";5;56,26392;9,501785;"Denmark"
"837";"DE";"PK";"REJECTED";6125;51,165691;10,451526;"Germany"
"838";"EE";"PK";"REJECTED";0;58,595272;25,013607;"Estonia"
"839";"IE";"PK";"REJECTED";125;53,41291;-8,24389;"Ireland"
"840";"EL";"PK";"REJECTED";875;39,074208;21,824312;"Greece"
"841";"ES";"PK";"REJECTED";15;40,463667;-3,74922;"Spain"
"842";"FR";"PK";"REJECTED";575;46,227638;2,213749;"France"
"843";"HR";"PK";"REJECTED";5;45,1;15,2;"Croatia"
"844";"IT";"PK";"REJECTED";1700;41,87194;12,56738;"Italy"
"845";"CY";"PK";"REJECTED";40;35,126413;33,429859;"Cyprus"
"846";"LV";"PK";"REJECTED";5;56,879635;24,603189;"Latvia"
"847";"LT";"PK";"REJECTED";0;55,169438;23,881275;"Lithuania"
"848";"LU";"PK";"REJECTED";0;49,815273;6,129583;"Luxembourg"
"849";"HU";"PK";"REJECTED";85;47,162494;19,503304;"Hungary"
"850";"MT";"PK";"REJECTED";0;35,937496;14,375416;"Malta"
"851";"NL";"PK";"REJECTED";35;52,132633;5,291266;"Netherlands"
"852";"AT";"PK";"REJECTED";290;47,516231;14,550072;"Austria"
"853";"PL";"PK";"REJECTED";0;51,919438;19,145136;"Poland"
"854";"PT";"PK";"REJECTED";0;39,399872;-8,224454;"Portugal"
"855";"RO";"PK";"REJECTED";25;45,943161;24,96676;"Romania"
"856";"SI";"PK";"REJECTED";0;46,151241;14,995463;"Slovenia"
"857";"SK";"PK";"REJECTED";10;48,669026;19,699024;"Slovakia"
"858";"FI";"PK";"REJECTED";10;61,92411;25,748151;"Finland"
"859";"SE";"PK";"REJECTED";110;60,128161;18,643501;"Sweden"
"860";"UK";"PK";"REJECTED";590;55,378051;-3,435973;"United Kingdom"
"861";"IS";"PK";"REJECTED";0;64,963051;-19,020835;"Iceland"
"862";"LI";"PK";"REJECTED";0;47,166;9,555373;"Liechtenstein"
"863";"NO";"PK";"REJECTED";10;60,472024;8,468946;"Norway"
"864";"CH";"PK";"REJECTED";10;46,818188;8,227512;"Switzerland"
"865";"BE";"PK";"SUB_PROT";0;50,503887;4,469936;"Belgium"
"866";"BG";"PK";"SUB_PROT";0;42,733883;25,48583;"Bulgaria"
"867";"CZ";"PK";"SUB_PROT";0;49,817492;15,472962;"Czech Republic"
"868";"DK";"PK";"SUB_PROT";0;56,26392;9,501785;"Denmark"
"869";"DE";"PK";"SUB_PROT";35;51,165691;10,451526;"Germany"
"870";"EE";"PK";"SUB_PROT";0;58,595272;25,013607;"Estonia"
"871";"IE";"PK";"SUB_PROT";0;53,41291;-8,24389;"Ireland"
"872";"EL";"PK";"SUB_PROT";0;39,074208;21,824312;"Greece"
"873";"ES";"PK";"SUB_PROT";0;40,463667;-3,74922;"Spain"
"874";"FR";"PK";"SUB_PROT";10;46,227638;2,213749;"France"
"875";"HR";"PK";"SUB_PROT";0;45,1;15,2;"Croatia"
"876";"IT";"PK";"SUB_PROT";570;41,87194;12,56738;"Italy"
"877";"CY";"PK";"SUB_PROT";0;35,126413;33,429859;"Cyprus"
"878";"LV";"PK";"SUB_PROT";0;56,879635;24,603189;"Latvia"
"879";"LT";"PK";"SUB_PROT";0;55,169438;23,881275;"Lithuania"
"880";"LU";"PK";"SUB_PROT";0;49,815273;6,129583;"Luxembourg"
"881";"HU";"PK";"SUB_PROT";0;47,162494;19,503304;"Hungary"
"882";"MT";"PK";"SUB_PROT";0;35,937496;14,375416;"Malta"
"883";"NL";"PK";"SUB_PROT";0;52,132633;5,291266;"Netherlands"
"884";"AT";"PK";"SUB_PROT";0;47,516231;14,550072;"Austria"
"885";"PL";"PK";"SUB_PROT";0;51,919438;19,145136;"Poland"
"886";"PT";"PK";"SUB_PROT";0;39,399872;-8,224454;"Portugal"
"887";"RO";"PK";"SUB_PROT";0;45,943161;24,96676;"Romania"
"888";"SI";"PK";"SUB_PROT";0;46,151241;14,995463;"Slovenia"
"889";"SK";"PK";"SUB_PROT";0;48,669026;19,699024;"Slovakia"
"890";"FI";"PK";"SUB_PROT";0;61,92411;25,748151;"Finland"
"891";"SE";"PK";"SUB_PROT";0;60,128161;18,643501;"Sweden"
"892";"UK";"PK";"SUB_PROT";0;55,378051;-3,435973;"United Kingdom"
"893";"IS";"PK";"SUB_PROT";0;64,963051;-19,020835;"Iceland"
"894";"LI";"PK";"SUB_PROT";0;47,166;9,555373;"Liechtenstein"
"895";"NO";"PK";"SUB_PROT";0;60,472024;8,468946;"Norway"
"896";"CH";"PK";"SUB_PROT";0;46,818188;8,227512;"Switzerland"
"897";"BE";"PK";"HUMSTAT";NA;50,503887;4,469936;"Belgium"
"898";"BG";"PK";"HUMSTAT";NA;42,733883;25,48583;"Bulgaria"
"899";"CZ";"PK";"HUMSTAT";0;49,817492;15,472962;"Czech Republic"
"900";"DK";"PK";"HUMSTAT";0;56,26392;9,501785;"Denmark"
"901";"DE";"PK";"HUMSTAT";60;51,165691;10,451526;"Germany"
"902";"EE";"PK";"HUMSTAT";0;58,595272;25,013607;"Estonia"
"903";"IE";"PK";"HUMSTAT";NA;53,41291;-8,24389;"Ireland"
"904";"EL";"PK";"HUMSTAT";0;39,074208;21,824312;"Greece"
"905";"ES";"PK";"HUMSTAT";0;40,463667;-3,74922;"Spain"
"906";"FR";"PK";"HUMSTAT";NA;46,227638;2,213749;"France"
"907";"HR";"PK";"HUMSTAT";0;45,1;15,2;"Croatia"
"908";"IT";"PK";"HUMSTAT";520;41,87194;12,56738;"Italy"
"909";"CY";"PK";"HUMSTAT";0;35,126413;33,429859;"Cyprus"
"910";"LV";"PK";"HUMSTAT";NA;56,879635;24,603189;"Latvia"
"911";"LT";"PK";"HUMSTAT";0;55,169438;23,881275;"Lithuania"
"912";"LU";"PK";"HUMSTAT";NA;49,815273;6,129583;"Luxembourg"
"913";"HU";"PK";"HUMSTAT";0;47,162494;19,503304;"Hungary"
"914";"MT";"PK";"HUMSTAT";0;35,937496;14,375416;"Malta"
"915";"NL";"PK";"HUMSTAT";0;52,132633;5,291266;"Netherlands"
"916";"AT";"PK";"HUMSTAT";0;47,516231;14,550072;"Austria"
"917";"PL";"PK";"HUMSTAT";0;51,919438;19,145136;"Poland"
"918";"PT";"PK";"HUMSTAT";NA;39,399872;-8,224454;"Portugal"
"919";"RO";"PK";"HUMSTAT";0;45,943161;24,96676;"Romania"
"920";"SI";"PK";"HUMSTAT";NA;46,151241;14,995463;"Slovenia"
"921";"SK";"PK";"HUMSTAT";0;48,669026;19,699024;"Slovakia"
"922";"FI";"PK";"HUMSTAT";0;61,92411;25,748151;"Finland"
"923";"SE";"PK";"HUMSTAT";0;60,128161;18,643501;"Sweden"
"924";"UK";"PK";"HUMSTAT";15;55,378051;-3,435973;"United Kingdom"
"925";"IS";"PK";"HUMSTAT";0;64,963051;-19,020835;"Iceland"
"926";"LI";"PK";"HUMSTAT";0;47,166;9,555373;"Liechtenstein"
"927";"NO";"PK";"HUMSTAT";0;60,472024;8,468946;"Norway"
"928";"CH";"PK";"HUMSTAT";0;46,818188;8,227512;"Switzerland"
"929";"BE";"PK";"GENCONV";15;50,503887;4,469936;"Belgium"
"930";"BG";"PK";"GENCONV";0;42,733883;25,48583;"Bulgaria"
"931";"CZ";"PK";"GENCONV";0;49,817492;15,472962;"Czech Republic"
"932";"DK";"PK";"GENCONV";0;56,26392;9,501785;"Denmark"
"933";"DE";"PK";"GENCONV";115;51,165691;10,451526;"Germany"
"934";"EE";"PK";"GENCONV";0;58,595272;25,013607;"Estonia"
"935";"IE";"PK";"GENCONV";0;53,41291;-8,24389;"Ireland"
"936";"EL";"PK";"GENCONV";10;39,074208;21,824312;"Greece"
"937";"ES";"PK";"GENCONV";0;40,463667;-3,74922;"Spain"
"938";"FR";"PK";"GENCONV";35;46,227638;2,213749;"France"
"939";"HR";"PK";"GENCONV";0;45,1;15,2;"Croatia"
"940";"IT";"PK";"GENCONV";145;41,87194;12,56738;"Italy"
"941";"CY";"PK";"GENCONV";0;35,126413;33,429859;"Cyprus"
"942";"LV";"PK";"GENCONV";0;56,879635;24,603189;"Latvia"
"943";"LT";"PK";"GENCONV";0;55,169438;23,881275;"Lithuania"
"944";"LU";"PK";"GENCONV";0;49,815273;6,129583;"Luxembourg"
"945";"HU";"PK";"GENCONV";0;47,162494;19,503304;"Hungary"
"946";"MT";"PK";"GENCONV";0;35,937496;14,375416;"Malta"
"947";"NL";"PK";"GENCONV";10;52,132633;5,291266;"Netherlands"
"948";"AT";"PK";"GENCONV";5;47,516231;14,550072;"Austria"
"949";"PL";"PK";"GENCONV";0;51,919438;19,145136;"Poland"
"950";"PT";"PK";"GENCONV";0;39,399872;-8,224454;"Portugal"
"951";"RO";"PK";"GENCONV";0;45,943161;24,96676;"Romania"
"952";"SI";"PK";"GENCONV";0;46,151241;14,995463;"Slovenia"
"953";"SK";"PK";"GENCONV";0;48,669026;19,699024;"Slovakia"
"954";"FI";"PK";"GENCONV";0;61,92411;25,748151;"Finland"
"955";"SE";"PK";"GENCONV";10;60,128161;18,643501;"Sweden"
"956";"UK";"PK";"GENCONV";100;55,378051;-3,435973;"United Kingdom"
"957";"IS";"PK";"GENCONV";0;64,963051;-19,020835;"Iceland"
"958";"LI";"PK";"GENCONV";0;47,166;9,555373;"Liechtenstein"
"959";"NO";"PK";"GENCONV";0;60,472024;8,468946;"Norway"
"960";"CH";"PK";"GENCONV";0;46,818188;8,227512;"Switzerland"
